id,element,player_id,code,team,team_code,team_name,team_short,element_type,position,first_name,second_name,web_name,status,news,news_added,now_cost,price_m,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,transfers_in,transfers_out,transfers_in_event,transfers_out_event,total_points,event_points,minutes,can_transact,can_select,dreamteam_count,ep_next,ep_this,form,in_dreamteam,photo,points_per_game,removed,special,squad_number,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
180,180,180,608181,6,36,Brighton,BHA,4,FWD,Stefanos,Tzimas,Tzimas,a,,,55,5.5,0,0,0,0,0.1,,,1241,2929,1241,2929,0,0,0,True,True,0,1.7,1.7,0.0,False,608181.jpg,0.0,False,False,,0.0,0.0,83.0,2025-02-03,2006-01-06,False,p608181,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,658,61,666,66,661,67,667,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,207,44,664,67,664,67,450,64,0.0,0.0,0.0
181,181,181,647850,6,36,Brighton,BHA,4,FWD,Charalampos,Kostoulas,Kostoulas,a,,,50,5.0,0,0,0,0,0.4,,,3267,7304,3267,7304,0,0,0,True,True,0,1.4,1.4,0.0,False,647850.jpg,0.0,False,False,,0.0,0.0,83.0,2025-07-01,2007-05-30,False,p647850,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,615,52,619,57,600,59,625,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,361,54,623,60,623,60,268,48,0.0,0.0,0.0
220,220,220,215059,7,8,Chelsea,CHE,1,GKP,Robert,Lynch Sánchez,Sánchez,a,,,50,5.0,0,0,0,0,25.4,,,136039,78618,136039,78618,8,8,90,True,True,0,3.6,3.6,8.0,False,215059.jpg,8.0,False,False,,1.6,1.6,200.0,2023-08-05,1997-11-18,False,p215059,0,0,1,0,0,0,0,0,0,4,1,31,24.4,0.0,0.0,2.4,1,8,0,0,1,0.00,0.00,0.00,0.66,58,8,566,74,537,74,150,10,,,,,,,0.0,4.0,0.0,0.0,0.66,0.0,270,13,26,5,26,5,10,2,1.0,1.0,0.0
221,221,221,508479,7,8,Chelsea,CHE,1,GKP,Filip,Jörgensen,Jörgensen,a,,,45,4.5,0,0,0,0,0.2,,,721,2558,721,2558,0,0,0,True,True,0,2.8,2.8,0.0,False,508479.jpg,0.0,False,False,,0.0,0.0,58.0,2024-07-30,2002-04-16,False,p508479,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,469,75,475,65,431,64,486,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,495,34,484,75,484,75,363,55,0.0,0.0,0.0
222,222,222,549939,7,8,Chelsea,CHE,1,GKP,Mike,Penders,Penders,u,Has joined RC Strasbourg on loan for the rest of the season.,2025-07-28T11:48:06.001822Z,40,4.0,0,0,0,0,0.0,0.0,0.0,0,111,0,111,0,0,0,True,False,0,0.0,0.0,0.0,False,549939.jpg,0.0,False,False,,0.0,0.0,21.0,2024-08-27,2005-07-31,False,p549939,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,362,61,359,43,300,42,380,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,673,77,373,60,373,60,682,78,0.0,0.0,0.0
223,223,223,471798,7,8,Chelsea,CHE,1,GKP,Gabriel,Słonina,Slonina,a,,,40,4.0,0,0,0,0,0.1,,,622,867,622,867,0,0,0,True,True,0,1.5,1.5,0.0,False,471798.jpg,0.0,False,False,,0.0,0.0,229.0,2022-08-02,2004-05-15,False,p471798,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,328,49,324,31,264,30,346,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,633,65,338,48,338,48,479,70,0.0,0.0,0.0
224,224,224,179268,7,8,Chelsea,CHE,2,DEF,Marc,Cucurella Saseta,Cucurella,a,,,60,6.0,0,0,0,0,21.7,,,283422,77217,283422,77217,8,8,90,True,True,0,4.5,4.5,8.0,False,179268.jpg,8.0,False,False,,1.3,1.3,200.0,2022-08-05,1998-07-22,False,p179268,0,0,1,0,0,0,0,0,0,0,2,34,11.6,15.8,13.0,4.0,2,4,2,4,1,0.11,0.10,0.21,0.66,144,65,64,18,67,10,86,23,,,,,,,0.11,0.0,0.1,0.21,0.66,0.0,86,3,31,15,31,15,18,7,1.0,1.0,4.0
225,225,225,225796,7,8,Chelsea,CHE,2,DEF,Reece,James,James,a,,,55,5.5,0,0,0,0,5.9,,,63463,33553,63463,33553,5,5,78,True,True,0,3.8,3.8,5.0,False,225796.jpg,5.0,False,False,,0.9,0.9,241.0,2019-05-15,1999-12-08,False,p225796,0,0,1,0,0,0,0,1,0,0,0,29,17.0,46.6,0.0,6.4,6,6,1,7,1,0.00,0.19,0.19,0.61,93,39,8,1,631,219,35,7,3.0,,2.0,,,,0.0,0.0,0.22,0.22,0.7,0.0,152,18,71,34,71,34,68,26,1.15,1.15,8.08
226,226,226,180736,7,8,Chelsea,CHE,2,DEF,Trevoh,Chalobah,Chalobah,a,,,50,5.0,0,0,0,0,1.4,,,32641,13208,32641,13208,6,6,90,True,True,0,3.1,3.1,6.0,False,180736.jpg,6.0,False,False,,1.2,1.2,241.0,2018-02-16,1999-07-05,False,p180736,0,0,1,0,0,0,0,0,0,0,0,25,21.4,4.9,4.0,3.0,9,3,0,9,1,0.09,0.03,0.12,0.66,68,23,126,37,132,35,116,33,,,,,,,0.09,0.0,0.03,0.12,0.66,0.0,250,37,51,27,51,27,160,59,1.0,1.0,9.0
227,227,227,460028,7,8,Chelsea,CHE,2,DEF,Levi,Samuels Colwill,Colwill,i,Anterior cruciate ligament - Unknown return date,2025-08-08T14:30:04.255160Z,49,4.9,-1,1,-1,1,0.3,0.0,0.0,161,14576,161,14576,0,0,0,True,True,0,0.0,0.0,0.0,False,460028.jpg,0.0,False,False,,0.0,0.0,241.0,2022-07-01,2003-02-26,False,p460028,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,535,208,541,208,500,194,552,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,362,63,550,203,550,203,337,122,0.0,0.0,0.0
228,228,228,482609,7,8,Chelsea,CHE,2,DEF,Malo,Gusto,Gusto,a,,,50,5.0,0,0,0,0,1.6,,,9669,27375,9669,27375,1,1,11,True,True,0,3.1,3.1,1.0,False,482609.jpg,1.0,False,False,,0.2,0.2,73.0,2023-01-28,2003-05-19,False,p482609,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.3,1.0,0.2,0,0,0,0,0,0.02,0.00,0.02,0.05,588,220,184,59,197,57,281,98,,,,,,,0.16,0.0,0.0,0.16,0.41,0.0,321,57,231,82,231,82,146,53,0.0,0.0,0.0
229,229,229,242880,7,8,Chelsea,CHE,2,DEF,Benoît,Badiashile Mukinayi,B.Badiashile,i,Knock - Unknown return date,2025-08-10T22:00:04.583805Z,45,4.5,0,0,0,0,0.0,0.0,0.0,46,651,46,651,0,0,0,True,True,0,0.0,0.0,0.0,False,242880.jpg,0.0,False,False,,0.0,0.0,73.0,2023-01-05,2001-03-26,False,p242880,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,425,191,425,190,378,170,442,192,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,432,113,438,182,438,182,654,221,0.0,0.0,0.0
230,230,230,444463,7,8,Chelsea,CHE,2,DEF,Wesley,Fofana,Fofana,a,,2025-08-15T10:30:06.840432Z,45,4.5,0,0,0,0,0.2,100.0,75.0,1110,4377,1110,4377,0,0,0,True,True,0,2.4,1.8,0.0,False,444463.jpg,0.0,False,False,,0.0,0.0,73.0,2022-08-31,2000-12-17,False,p444463,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,435,195,436,195,390,175,452,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,446,120,449,187,449,187,380,139,0.0,0.0,0.0
231,231,231,574458,7,8,Chelsea,CHE,2,DEF,Mamadou,Sarr,M.Sarr,u,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.642396Z,45,4.5,0,0,0,0,0.0,0.0,0.0,0,912,0,912,0,0,0,True,False,0,0.0,0.0,0.0,False,574458.jpg,0.0,False,False,,0.0,0.0,73.0,2025-06-09,2005-08-29,False,p574458,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,505,205,511,205,469,190,522,206,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,536,143,521,200,521,200,646,220,0.0,0.0,0.0
232,232,232,109646,7,8,Chelsea,CHE,2,DEF,Tosin,Adarabioyo,Tosin,a,,2025-08-18T08:00:05.503139Z,45,4.5,0,0,0,0,1.1,100.0,,7315,23184,7315,23184,0,0,0,True,True,0,2.4,2.4,0.0,False,109646.jpg,0.0,False,False,,0.0,0.0,241.0,2024-07-01,1997-09-24,False,p109646,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,395,171,393,171,338,144,413,173,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,381,76,406,161,406,161,177,69,0.0,0.0,0.0
233,233,233,577016,7,8,Chelsea,CHE,2,DEF,Josh,Acheampong,Acheampong,a,,,40,4.0,0,0,0,0,2.4,,,180218,24015,180218,24015,9,9,90,True,True,0,1.5,1.5,9.0,False,577016.jpg,9.0,False,False,,2.2,2.2,241.0,2024-03-10,2006-05-05,False,p577016,0,0,1,0,0,0,0,0,0,0,3,35,16.2,2.3,10.0,2.9,6,4,2,8,1,0.09,0.01,0.10,0.66,97,42,158,46,76,11,121,34,,,,,,,0.09,0.0,0.01,0.1,0.66,0.0,681,216,14,5,14,5,112,40,1.0,1.0,8.0
234,234,234,622758,7,8,Chelsea,CHE,2,DEF,Aarón,Anselmino,Anselmino,a,,,40,4.0,0,0,0,0,0.1,,,510,1490,510,1490,0,0,0,True,True,0,1.5,1.5,0.0,False,622758.jpg,0.0,False,False,,0.0,0.0,10.0,2024-08-08,2005-04-29,False,p622758,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,385,166,382,166,323,135,403,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,697,230,396,156,396,156,464,176,0.0,0.0,0.0
235,235,235,244851,7,8,Chelsea,CHE,3,MID,Cole,Palmer,Palmer,a,,,105,10.5,0,0,0,0,59.0,,,97622,319816,97622,319816,3,3,90,True,True,0,3.6,3.6,3.0,False,244851.jpg,3.0,False,False,,0.3,0.3,241.0,2023-09-01,2002-05-06,False,p244851,0,0,1,0,0,0,0,0,0,0,0,10,4.8,16.9,23.0,4.5,0,4,1,5,1,0.17,0.03,0.20,0.66,205,86,56,41,35,18,72,40,5.0,,1.0,,1.0,,0.17,0.0,0.03,0.2,0.66,0.0,3,2,126,64,126,64,1,1,1.0,1.0,5.0
236,236,236,247632,7,8,Chelsea,CHE,3,MID,Pedro,Lomba Neto,Neto,a,,,70,7.0,0,0,0,0,3.6,,,20893,46627,20893,46627,3,3,90,True,True,0,2.8,2.8,3.0,False,247632.jpg,3.0,False,False,,0.4,0.4,173.0,2024-08-11,2000-03-09,False,p247632,0,0,1,0,0,0,0,0,0,0,0,18,13.8,37.7,10.0,6.2,1,4,1,6,1,0.03,0.36,0.39,0.66,120,42,15,13,79,46,37,23,1.0,,,,,,0.03,0.0,0.36,0.39,0.66,0.0,37,24,121,59,121,59,91,28,1.0,1.0,6.0
237,237,237,448047,7,8,Chelsea,CHE,3,MID,Enzo,Fernández,Enzo,a,,,65,6.5,0,0,0,0,3.4,,,15157,50016,15157,50016,3,3,78,True,True,0,2.7,2.7,3.0,False,448047.jpg,3.0,False,False,,0.5,0.5,10.0,2023-01-31,2001-01-17,False,p448047,0,0,1,0,0,0,0,0,0,0,0,11,3.6,16.5,2.0,2.2,0,0,0,0,1,0.00,0.10,0.10,0.61,224,99,57,42,190,107,164,80,4.0,,3.0,,4.0,,0.0,0.0,0.12,0.12,0.7,0.0,63,43,119,57,119,57,94,29,1.15,1.15,0.0
238,238,238,624773,7,8,Chelsea,CHE,3,MID,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,a,,,65,6.5,0,0,0,0,1.5,,,14095,36867,14095,36867,0,0,36,True,True,0,2.7,2.7,0.0,False,624773.jpg,0.0,False,False,,0.0,0.0,30.0,2025-07-14,2007-04-24,False,p624773,0,0,0,0,0,0,0,1,0,0,0,-3,1.2,4.9,8.0,1.4,1,2,0,3,0,0.34,0.37,0.71,0.07,258,123,128,80,95,56,215,100,2.0,,,,,,0.85,0.0,0.92,1.77,0.18,0.0,73,51,687,303,687,303,153,49,0.0,0.0,7.5
239,239,239,463936,7,8,Chelsea,CHE,3,MID,Jamie,Bynoe-Gittens,Gittens,a,,,65,6.5,0,0,0,0,0.3,,,2279,6462,2279,6462,1,1,53,True,True,0,2.7,2.7,1.0,False,463936.jpg,1.0,False,False,,0.2,0.2,241.0,2025-07-05,2004-08-08,False,p463936,0,0,0,0,0,0,0,0,0,0,0,2,7.2,22.8,8.0,3.8,1,1,1,3,1,0.07,0.07,0.14,0.59,181,69,38,29,94,55,91,48,,,,,,,0.12,0.0,0.12,0.24,1.0,0.0,67,46,270,139,270,139,326,109,1.7,0.0,5.09
240,240,240,213198,7,8,Chelsea,CHE,3,MID,Christopher,Nkunku,Nkunku,a,,,60,6.0,0,0,0,0,0.2,,,1611,5453,1611,5453,0,0,0,True,True,0,2.6,2.6,0.0,False,213198.jpg,0.0,False,False,,0.0,0.0,73.0,2023-07-01,1997-11-14,False,p213198,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,666,292,675,296,671,294,674,295,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,93,65,672,295,672,295,344,116,0.0,0.0,0.0
241,241,241,486672,7,8,Chelsea,CHE,3,MID,Moisés,Caicedo Corozo,Caicedo,a,,,55,5.5,0,0,0,0,5.5,,,43077,58320,43077,58320,5,5,90,True,True,0,2.5,2.5,5.0,False,486672.jpg,5.0,False,False,,0.9,0.9,62.0,2023-08-14,2001-11-02,False,p486672,0,0,1,0,0,0,0,0,0,0,0,18,31.2,3.9,2.0,3.7,6,1,5,12,1,0.04,0.04,0.08,0.66,29,12,135,83,180,102,97,51,,,,,,,0.04,0.0,0.04,0.08,0.66,0.0,184,116,75,22,75,22,70,22,1.0,1.0,12.0
243,243,243,550615,7,8,Chelsea,CHE,3,MID,Tyrique,George,George,a,,,50,5.0,0,0,0,0,0.1,,,390,909,390,909,0,0,0,True,True,0,2.0,2.0,0.0,False,550615.jpg,0.0,False,False,,0.0,0.0,241.0,2024-04-15,2006-02-04,False,p550615,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,601,250,605,254,585,241,611,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,346,219,610,256,610,256,563,221,0.0,0.0,0.0
244,244,244,514356,7,8,Chelsea,CHE,3,MID,Roméo,Lavia,Lavia,i,Muscle injury - Unknown return date,2025-08-10T22:00:04.594276Z,50,5.0,0,0,0,0,0.0,0.0,0.0,32,908,32,908,0,0,0,True,True,0,0.0,0.0,0.0,False,514356.jpg,0.0,False,False,,0.0,0.0,21.0,2023-08-18,2004-01-06,False,p514356,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,597,246,601,250,581,237,607,250,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,339,212,606,252,606,252,643,277,0.0,0.0,0.0
245,245,245,465920,7,8,Chelsea,CHE,3,MID,Mykhailo,Mudryk,Mudryk,s,Suspended - unknown return date,2025-07-21T10:00:04.824210Z,50,5.0,0,0,0,0,0.0,0.0,0.0,99,192,99,192,0,0,0,True,True,0,0.0,0.0,0.0,False,465920.jpg,0.0,False,False,,0.0,0.0,225.0,2023-01-15,2001-01-05,False,p465920,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,584,239,591,244,565,226,597,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,312,193,594,245,594,245,676,297,0.0,0.0,0.0
246,246,246,532605,7,8,Chelsea,CHE,3,MID,Andrey,Nascimento dos Santos,Andrey Santos,a,,,45,4.5,0,0,0,0,0.3,,,6330,5125,6330,5125,1,1,11,True,True,0,1.5,1.5,1.0,False,532605.jpg,1.0,False,False,,0.2,0.2,30.0,2023-01-07,2004-05-03,False,p532605,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.3,21.0,2.2,0,0,0,0,0,0.31,0.00,0.31,0.05,263,126,244,131,40,20,158,76,,,,,,,2.54,0.0,0.0,2.54,0.41,0.0,507,272,213,102,213,102,287,89,0.0,0.0,0.0
247,247,247,491007,7,8,Chelsea,CHE,3,MID,Dário,Luís Essugo,D.Essugo,a,,,45,4.5,0,0,0,0,0.1,,,491,794,491,794,0,0,0,True,True,0,1.5,1.5,0.0,False,491007.jpg,0.0,False,False,,0.0,0.0,173.0,2025-06-02,2005-03-14,False,p491007,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,454,155,459,166,414,138,471,164,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,476,256,468,168,468,168,567,223,0.0,0.0,0.0
248,248,248,611134,7,8,Chelsea,CHE,3,MID,Kendry,Páez Andrade,Paez,u,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.664358Z,45,4.5,0,0,0,0,0.0,0.0,0.0,0,404,0,404,0,0,0,True,False,0,0.0,0.0,0.0,False,611134.jpg,0.0,False,False,,0.0,0.0,,,,False,p611134,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,527,202,533,213,492,185,544,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,561,306,542,214,542,214,666,291,0.0,0.0,0.0
249,249,249,475168,7,8,Chelsea,CHE,4,FWD,João Pedro,Junqueira de Jesus,João Pedro,a,,,75,7.5,0,0,0,0,51.8,,,144875,385088,144875,385088,2,2,72,True,True,0,2.9,2.9,2.0,False,475168.jpg,2.0,False,False,,0.3,0.3,30.0,2025-07-02,2001-09-26,False,p475168,0,0,1,0,0,0,0,0,0,0,0,3,0.0,5.1,16.0,1.9,0,1,0,1,1,0.28,0.02,0.30,0.60,692,73,123,10,62,18,180,20,,,,,,,0.35,0.0,0.02,0.37,0.75,0.0,27,11,182,16,182,16,3,1,1.25,1.25,1.25
250,250,250,463034,7,8,Chelsea,CHE,4,FWD,Liam,Delap,Delap,a,,,65,6.5,0,0,0,0,3.6,,,15916,65676,15916,65676,1,1,17,True,True,0,2.7,2.7,1.0,False,463034.jpg,1.0,False,False,,0.2,0.2,241.0,2025-06-04,2003-02-08,False,p463034,0,0,0,0,0,0,0,0,0,0,0,4,5.4,1.3,19.0,2.6,1,1,0,2,0,0.05,0.01,0.06,0.05,198,15,191,18,50,15,141,18,,,,,,,0.26,0.0,0.05,0.31,0.26,0.0,66,21,269,26,269,26,90,17,0.0,0.0,10.59
251,251,251,517052,7,8,Chelsea,CHE,4,FWD,Nicolas,Jackson,N.Jackson,a,,2025-07-21T10:00:04.843234Z,65,6.5,0,0,0,0,0.2,100.0,0.0,2704,1453,2704,1453,0,0,0,True,True,0,2.7,0.0,0.0,False,517052.jpg,0.0,False,False,,0.0,0.0,189.0,2023-07-01,2001-06-20,False,p517052,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,684,70,688,73,688,73,688,73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,72,22,686,73,686,73,412,59,0.0,0.0,0.0
672,672,672,551210,7,8,Chelsea,CHE,2,DEF,Jorrel,Hato,Hato,a,,,50,5.0,0,0,0,0,0.3,,,1932,6215,1932,6215,0,0,0,True,True,0,3.1,3.1,0.0,False,551210.jpg,0.0,False,False,,0.0,0.0,152.0,2025-08-03,2006-03-07,False,p551210,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,602,222,606,220,586,211,612,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,347,60,611,217,611,217,310,113,0.0,0.0,0.0
253,253,253,172649,8,31,Crystal Palace,CRY,1,GKP,Dean,Henderson,Henderson,a,,,50,5.0,0,0,0,0,7.3,,,35874,28476,35874,28476,6,6,90,True,True,0,3.1,2.6,6.0,False,172649.jpg,6.0,False,False,,1.2,1.2,241.0,2023-08-31,1997-03-12,False,p172649,0,0,1,0,0,0,0,0,0,2,0,27,22.4,10.0,0.0,3.2,2,5,0,0,1,0.00,0.00,0.00,1.60,63,10,113,1,523,71,107,3,,,,,,,0.0,2.0,0.0,0.0,1.6,0.0,246,10,50,9,50,9,57,9,1.0,1.0,0.0
254,254,254,121709,8,31,Crystal Palace,CRY,1,GKP,Walter,Benítez,Benitez,a,,,40,4.0,0,0,0,0,0.4,,,1833,2138,1833,2138,0,0,0,True,True,0,1.0,0.5,0.0,False,121709.jpg,0.0,False,False,,0.0,0.0,10.0,2025-07-01,1993-01-19,False,p121709,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,288,32,284,14,219,13,306,32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,587,48,298,31,298,31,263,38,0.0,0.0,0.0
255,255,255,169593,8,31,Crystal Palace,CRY,1,GKP,Remi,Matthews,Matthews,a,,,40,4.0,0,0,0,0,0.1,,,373,579,373,579,0,0,0,True,True,0,1.0,0.5,0.0,False,169593.jpg,0.0,False,False,,0.0,0.0,241.0,2021-07-13,1994-02-10,False,p169593,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,295,36,291,18,226,17,313,36,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,594,52,305,35,305,35,483,71,0.0,0.0,0.0
256,256,256,247348,8,31,Crystal Palace,CRY,2,DEF,Daniel,Muñoz Mejía,Muñoz,a,,,55,5.5,0,0,0,0,8.7,,,67633,45524,67633,45524,5,5,90,True,True,0,3.3,2.8,5.0,False,247348.jpg,5.0,False,False,,0.9,0.9,48.0,2024-01-30,1996-05-26,False,p247348,0,0,1,0,0,0,0,1,0,0,0,17,10.0,0.4,6.0,1.6,6,2,2,8,1,0.05,0.00,0.05,1.60,158,69,242,87,112,26,199,72,,,,,,,0.05,0.0,0.0,0.05,1.6,0.0,160,20,72,35,72,35,49,17,1.0,1.0,8.0
257,257,257,437499,8,31,Crystal Palace,CRY,2,DEF,Maxence,Lacroix,Lacroix,a,,,50,5.0,0,0,0,0,1.4,,,28970,11280,28970,11280,8,8,90,True,True,0,2.6,2.1,8.0,False,437499.jpg,8.0,False,False,,1.6,1.6,73.0,2024-08-30,2000-04-06,False,p437499,0,0,1,0,0,0,0,0,0,0,0,25,30.8,0.1,0.0,3.1,13,2,3,16,1,0.00,0.00,0.00,1.60,32,9,263,95,556,206,112,32,,,,,,,0.0,0.0,0.0,0.0,1.6,0.0,301,51,27,13,27,13,159,58,1.0,1.0,16.0
258,258,258,244723,8,31,Crystal Palace,CRY,2,DEF,Tyrick,Mitchell,Mitchell,a,,,50,5.0,0,0,0,0,1.7,,,43203,11695,43203,11695,9,9,90,True,True,0,2.6,2.1,9.0,False,244723.jpg,9.0,False,False,,1.8,1.8,241.0,2019-12-15,1999-09-01,False,p244723,0,0,1,0,0,0,0,0,0,0,1,31,26.0,0.3,0.0,2.6,6,5,5,11,1,0.00,0.00,0.00,1.60,50,18,246,89,548,205,138,45,,,,,,,0.0,0.0,0.0,0.0,1.6,0.0,287,48,18,7,18,7,143,51,1.0,1.0,11.0
259,259,259,218364,8,31,Crystal Palace,CRY,2,DEF,Borna,Sosa,Sosa,a,,,50,5.0,0,0,0,0,0.1,,,802,1832,802,1832,0,0,0,True,True,0,2.6,2.1,0.0,False,218364.jpg,0.0,False,False,,0.0,0.0,97.0,2025-07-11,1998-01-21,False,p218364,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,560,212,568,212,539,200,576,213,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,274,42,572,207,572,207,440,167,0.0,0.0,0.0
260,260,260,209036,8,31,Crystal Palace,CRY,2,DEF,Marc,Guéhi,Guéhi,a,,,45,4.5,0,0,0,0,13.2,,,126900,50384,126900,50384,6,6,90,True,True,0,1.9,1.4,6.0,False,209036.jpg,6.0,False,False,,1.3,1.3,241.0,2021-07-18,2000-07-13,False,p209036,0,0,1,0,0,0,0,0,0,0,0,22,13.8,10.0,2.0,2.6,5,1,1,6,1,0.00,0.00,0.00,1.60,116,52,111,32,152,43,136,43,,,,,,,0.0,0.0,0.0,0.0,1.6,0.0,408,95,43,20,43,20,33,13,1.0,1.0,6.0
261,261,261,427623,8,31,Crystal Palace,CRY,2,DEF,Chris,Richards,Richards,a,,,45,4.5,0,0,0,0,1.6,,,24113,10708,24113,10708,6,6,90,True,True,0,1.9,1.4,6.0,False,427623.jpg,6.0,False,False,,1.3,1.3,229.0,2022-07-27,2000-03-28,False,p427623,0,0,1,0,0,0,0,0,0,0,0,24,21.8,0.0,4.0,2.6,6,0,2,8,1,0.08,0.01,0.09,1.60,65,21,428,193,129,32,137,44,,,,,,,0.08,0.0,0.01,0.09,1.6,0.0,438,118,46,23,46,23,149,55,1.0,1.0,8.0
