element,id,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,now_cost,price_m,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,birth_date,can_select,can_transact,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded_per_90,has_temporary_code,ict_index_rank,ict_index_rank_type,in_dreamteam,influence_rank,influence_rank_type,news,news_added,now_cost_rank,now_cost_rank_type,opta_code,penalties_order,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,region,removed,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat_rank,threat_rank_type,transfers_in,transfers_out,value_form,value_season
118,118,Meghoma,Jayden Meghoma,Jayden,Meghoma,DEF,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,279,2367,0.1,u,0.0,,2006-06-28,False,True,0.0,0,499717,,,0,0,341,133,0,0.0,,,0,2,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,355,123,0.0,False,362,135,False,344,133,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,653,194,p499717,,,499717.jpg,0.0,355,123,0,241.0,False,0.0,453,172,False,,0,0.0,0,94,2024-08-30,281,101,279,2367,0.0,0.0
120,120,Schade,Kevin Schade,Kevin,Schade,MID,5,Brentford,BRE,45,1,0,0,0,0,0,0,0,0,0,0,0,1,4.6,0.9,6.0,1.2,0.0,0.04,0.04,0.37,70,7.0,0,0,1638,4795,0.3,a,100.0,75.0,2001-11-27,True,True,0.0,2,513418,,,0,0,211,118,7,14.0,,,0,3,2.3,1.8,1,0.08,0.08,0.74,0.0,1.0,275,143,0.0,False,232,111,False,209,89,,2025-08-09T14:00:04.851048Z,42,28,p513418,,,513418.jpg,1.0,275,143,3,80.0,False,0.0,319,106,False,,0,0.0,2,94,2023-07-01,117,67,1638,4795,0.1,0.1
121,121,Damsgaard,Mikkel Damsgaard,Mikkel,Damsgaard,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,5.9,-1,-1,1831,22979,0.9,a,,,2000-07-03,True,True,0.0,0,440089,2.0,,1,1,669,292,0,0.0,3.0,,0,3,2.1,2.1,0,0.0,0.0,0.0,0.0,0.0,667,292,0.0,False,670,292,False,661,289,,,115,77,p440089,,,440089.jpg,0.0,667,292,0,58.0,False,0.0,195,63,False,,0,0.0,0,94,2022-08-10,664,288,1831,22979,0.0,0.0
122,122,Milambo,Antoni Milambo,Antoni,Milambo,MID,5,Brentford,BRE,45,1,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,0.0,0.01,0.01,1.49,55,5.5,0,0,386,1008,0.1,a,,,2005-04-03,True,True,0.0,0,543295,,,0,0,170,103,4,8.0,,,0,3,2.0,2.0,1,0.02,0.02,2.98,0.0,1.0,253,129,6.0,False,254,122,False,216,94,,,200,127,p543295,,,543295.jpg,1.0,253,129,2,152.0,False,0.0,552,213,False,,1,2.0,2,94,2025-07-03,657,284,386,1008,0.2,0.2
123,123,Carvalho,Fábio Freitas Gouveia Carvalho,Fábio,Freitas Gouveia Carvalho,MID,5,Brentford,BRE,90,2,0,0,0,3,0,0,0,0,0,0,0,7,5.4,5.0,3.0,1.3,0.03,0.03,0.06,1.86,50,5.0,0,0,2689,4074,0.3,a,,,2002-08-30,True,True,0.0,0,244858,4.0,,0,0,124,78,7,7.0,,,0,3,1.5,1.5,2,0.03,0.06,1.86,0.03,2.0,151,76,3.0,False,218,102,False,194,81,,,288,179,p244858,,,244858.jpg,2.0,151,76,4,173.0,False,0.0,314,104,False,,1,1.0,3,94,2024-08-12,145,81,2689,4074,0.4,0.4
124,124,Henderson,Jordan Henderson,Jordan,Henderson,MID,5,Brentford,BRE,21,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.1,0.0,0.1,0.0,0.0,0.0,0.0,50,5.0,0,0,1476,4191,0.3,a,,,1990-06-17,True,True,0.0,0,56979,,,0,0,200,114,3,12.86,,,0,3,1.5,1.5,1,0.0,0.0,0.0,0.0,1.0,221,106,0.0,False,284,135,False,537,209,,,220,141,p56979,,,56979.jpg,1.0,221,106,3,241.0,False,0.0,324,108,False,,0,0.0,0,94,2025-07-15,502,192,1476,4191,0.2,0.2
125,125,Janelt,Vitaly Janelt,Vitaly,Janelt,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,29,551,0.0,i,0.0,0.0,1998-05-10,True,True,0.0,0,204580,,,0,0,561,228,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,566,229,0.0,False,570,228,False,554,220,Heel Injury - Expected back 13 Sep,2025-08-09T14:00:04.867824Z,259,163,p204580,,,204580.jpg,0.0,566,229,0,80.0,False,0.0,655,284,False,,0,0.0,0,94,2020-10-03,531,208,29,551,0.0,0.0
126,126,Jensen,Mathias Jensen,Mathias,Jensen,MID,5,Brentford,BRE,68,2,0,0,0,3,0,0,0,0,0,0,0,10,9.0,25.4,8.0,4.2,0.13,0.03,0.16,1.86,50,5.0,0,0,510,1056,0.1,a,,,1996-01-01,True,True,0.0,2,207283,3.0,,0,0,29,23,5,6.62,,,0,3,1.5,1.5,2,0.04,0.21,2.46,0.17,2.0,145,70,3.97,False,80,43,False,169,61,,,263,166,p207283,,,207283.jpg,2.0,145,70,1,58.0,False,0.0,507,178,False,,1,1.32,2,94,2019-07-10,87,50,510,1056,0.4,0.4
127,127,Nunes,Gustavo Nunes Fernandes Gomes,Gustavo,Nunes Fernandes Gomes,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,27,326,0.0,i,0.0,0.0,2005-11-20,True,True,0.0,0,626464,,,0,0,615,261,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,619,262,0.0,False,621,261,False,611,257,Hamstring injury - Unknown return date,2025-08-09T14:00:04.884092Z,357,227,p626464,,,626464.jpg,0.0,619,262,0,30.0,False,0.0,669,294,False,,0,0.0,0,94,2024-08-28,596,249,27,326,0.0,0.0
128,128,Onyeka,Frank Onyeka,Frank,Onyeka,MID,5,Brentford,BRE,21,4,0,1,0,0,0,0,0,0,0,0,0,9,0.0,0.1,2.0,0.1,0.0,0.0,0.0,0.0,50,5.0,0,0,1454,689,0.1,a,,,1998-01-01,True,True,0.0,0,428580,,,0,0,262,140,1,4.29,,,0,3,1.5,1.5,4,0.0,0.0,0.0,0.0,4.0,88,31,0.0,False,286,137,False,573,231,,,294,184,p428580,,,428580.jpg,4.0,88,31,1,157.0,False,0.0,543,205,False,,0,0.0,0,94,2021-07-20,170,93,1454,689,0.8,0.8
129,129,Yarmoliuk,Yehor Yarmoliuk,Yehor,Yarmoliuk,MID,5,Brentford,BRE,90,2,0,0,0,3,0,0,0,0,0,0,0,10,3.6,10.8,7.0,2.1,0.08,0.01,0.09,1.86,50,5.0,0,0,204,520,0.0,a,,,2004-03-01,True,True,0.0,0,508395,,,0,0,103,67,9,9.0,,,0,3,1.5,1.5,2,0.01,0.09,1.86,0.08,2.0,157,80,3.0,False,168,81,False,220,96,,,335,209,p508395,,,508395.jpg,2.0,157,80,9,225.0,False,0.0,579,227,False,,1,1.0,0,94,2022-10-28,98,57,204,520,0.4,0.4
130,130,Donovan,Romelle Donovan,Romelle,Donovan,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,988,1437,0.1,a,,,2006-11-30,True,True,0.0,0,606689,,,0,0,529,209,0,0.0,,,0,3,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,539,211,0.0,False,540,207,False,523,198,,,556,302,p606689,,,606689.jpg,0.0,539,211,0,241.0,False,0.0,472,159,False,,0,0.0,0,94,2025-07-01,487,181,988,1437,0.0,0.0
131,131,Konak,Yunus Emre Konak,Yunus Emre,Konak,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,475,1974,0.2,a,,,2006-01-10,True,True,0.0,0,628204,,,0,0,539,218,0,0.0,,,0,3,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,548,219,0.0,False,550,216,False,533,207,,,568,311,p628204,,,628204.jpg,0.0,548,219,0,219.0,False,0.0,395,130,False,,0,0.0,0,94,2024-01-11,498,190,475,1974,0.0,0.0
132,132,Maghoma,Paris Maghoma,Paris,Maghoma,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,62,736,0.0,d,75.0,0.0,2001-05-08,True,True,0.0,0,220695,,,0,0,415,146,0,0.0,,,0,3,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,427,149,0.0,False,432,145,False,414,136,Hamstring injury - 75% chance of playing,2025-08-14T16:00:05.924672Z,415,234,p220695,,,220695.jpg,0.0,427,149,0,241.0,False,0.0,638,275,False,,0,0.0,0,94,2020-08-01,365,117,62,736,0.0,0.0
133,133,Peart-Harris,Myles Peart-Harris,Myles,Peart-Harris,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,330,530,0.0,a,,,2002-09-18,True,True,0.0,0,450539,,,0,0,440,154,0,0.0,,,0,3,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,453,157,0.0,False,456,153,False,439,144,,,451,244,p450539,,,450539.jpg,0.0,453,157,0,241.0,False,0.0,589,234,False,,0,0.0,0,94,2021-07-23,394,127,330,530,0.0,0.0
134,134,Trevitt,Ryan Trevitt,Ryan,Trevitt,MID,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,0,298,0.0,u,0.0,0.0,2003-03-12,False,True,0.0,0,591357,,,0,0,523,205,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,533,207,0.0,False,534,203,False,517,194,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,549,298,p591357,,,591357.jpg,0.0,533,207,0,241.0,False,0.0,664,290,False,,0,0.0,0,94,2024-01-08,481,177,0,298,0.0,0.0
135,135,Wissa,Yoane Wissa,Yoane,Wissa,FWD,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,7.5,0,0,4426,93621,1.7,n,0.0,0.0,1996-09-03,True,True,0.0,0,216646,,,0,0,694,74,0,0.0,,,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,693,74,0.0,False,694,74,False,691,72,Won’t be considered for selection against Nottingham Forest on 17/8. - Unknown return date,2025-08-14T16:00:05.941925Z,20,8,p216646,1.0,,216646.jpg,0.0,693,74,0,50.0,False,0.0,143,28,False,,0,0.0,0,94,2021-08-10,694,74,4426,93621,0.0,0.0
136,136,Thiago,Igor Thiago Nascimento Rodrigues,Igor Thiago,Nascimento Rodrigues,FWD,5,Brentford,BRE,90,6,1,0,0,3,0,0,0,0,0,0,0,17,36.4,10.7,22.0,6.9,0.91,0.01,0.92,1.86,60,6.0,0,0,26134,11628,1.1,a,,,2001-06-26,True,True,0.0,1,502500,,,0,0,105,7,2,2.0,,,0,4,2.0,2.0,6,0.01,0.92,1.86,0.91,6.0,64,7,3.0,False,29,6,False,17,5,,,105,29,p502500,2.0,,502500.jpg,6.0,64,7,0,30.0,False,0.0,181,30,False,,1,1.0,1,94,2024-07-01,39,14,26134,11628,1.0,1.0
137,137,Morgan,Iwan Morgan,Iwan,Morgan,FWD,5,Brentford,BRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,3917,5815,0.5,a,,,,True,True,0.0,0,533710,,,0,0,485,36,0,0.0,,,0,4,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,496,40,0.0,False,496,38,False,479,31,,,508,62,p533710,,,533710.jpg,0.0,496,40,0,,False,0.0,250,44,False,,0,0.0,0,94,,442,38,3917,5815,0.0,0.0
138,138,Steele,Jason Steele,Jason,Steele,GKP,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,1262,5610,0.5,a,,,1990-08-18,True,True,0.0,0,49262,,,0,0,385,48,0,0.0,,,0,1,2.3,2.3,0,0.0,0.0,0.0,0.0,0.0,399,65,0.0,False,406,66,False,388,66,,,365,17,p49262,,,49262.jpg,0.0,399,65,0,241.0,False,0.0,251,35,False,,0,0.0,0,36,2018-07-01,326,47,1262,5610,0.0,0.0
139,139,Verbruggen,Bart Verbruggen,Bart,Verbruggen,GKP,6,Brighton,BHA,90,2,0,0,0,1,0,0,0,0,0,1,0,9,14.4,0.0,0.0,1.4,0.0,0.0,0.0,0.76,45,4.5,0,0,30691,47436,7.4,a,,,2002-08-18,True,True,0.0,1,489639,,,0,0,453,63,0,0.0,,,0,1,2.3,2.3,2,0.0,0.0,0.76,0.0,2.0,138,13,1.0,False,212,15,False,112,15,,,469,32,p489639,,,489639.jpg,2.0,138,13,6,152.0,False,1.0,56,8,False,,1,1.0,0,36,2023-07-03,409,62,30691,47436,0.4,0.4
140,140,McGill,Tom McGill,Tom,McGill,GKP,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,1969,2123,0.4,a,,,2000-03-25,True,True,0.0,0,209288,,,0,0,295,19,0,0.0,,,0,1,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,309,36,0.0,False,317,37,False,299,37,,,599,53,p209288,,,209288.jpg,0.0,309,36,0,39.0,False,0.0,273,42,False,,0,0.0,0,36,2021-02-02,231,18,1969,2123,0.0,0.0
141,141,Rushworth,Carl Rushworth,Carl,Rushworth,GKP,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,0,69,0.0,u,0.0,0.0,2001-07-02,False,True,0.0,0,472739,,,0,0,326,32,0,0.0,,,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,340,49,0.0,False,347,50,False,329,50,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,635,66,p472739,,,472739.jpg,0.0,340,49,0,241.0,False,0.0,689,79,False,,0,0.0,0,36,2023-07-01,266,31,0,69,0.0,0.0
142,142,Scherpen,Kjell Scherpen,Kjell,Scherpen,GKP,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,0,59,0.0,u,0.0,0.0,2000-01-23,False,True,0.0,0,240514,,,0,0,304,23,0,0.0,,,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,318,40,0.0,False,326,41,False,308,41,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,609,57,p240514,,,240514.jpg,0.0,318,40,0,152.0,False,0.0,690,80,False,,0,0.0,0,36,2021-07-16,241,22,0,59,0.0,0.0
143,143,Boscagli,Olivier Boscagli,Olivier,Boscagli,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,671,1971,0.1,a,,,1997-11-18,True,True,0.0,0,204120,,,0,0,410,180,0,0.0,,,0,2,1.9,1.9,0,0.0,0.0,0.0,0.0,0.0,421,170,0.0,False,427,182,False,409,180,,,405,92,p204120,,,204120.jpg,0.0,421,170,0,73.0,False,0.0,473,181,False,,0,0.0,0,36,2025-07-02,358,156,671,1971,0.0,0.0
144,144,Coppola,Diego Coppola,Diego,Coppola,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,216,1106,0.1,a,,,2003-12-28,True,True,0.0,0,550090,,,0,0,495,204,0,0.0,,,0,2,1.9,1.9,0,0.0,0.0,0.0,0.0,0.0,506,199,0.0,False,506,205,False,489,204,,,519,141,p550090,,,550090.jpg,0.0,506,199,0,106.0,False,0.0,529,198,False,,0,0.0,0,36,2025-06-17,452,188,216,1106,0.0,0.0
145,145,De Cuyper,Maxim De Cuyper,Maxim,De Cuyper,DEF,6,Brighton,BHA,90,2,0,0,0,1,0,0,0,0,0,0,0,8,15.0,26.7,4.0,4.6,0.0,0.09,0.09,0.76,45,4.5,0,0,28023,38836,6.0,a,,,2000-12-22,True,True,0.0,4,465730,,,0,0,27,6,6,6.0,,,0,2,1.9,1.9,2,0.09,0.09,0.76,0.0,2.0,136,51,1.0,False,68,15,False,105,46,,,459,124,p465730,,,465730.jpg,2.0,136,51,3,21.0,False,0.0,67,25,False,,1,1.0,2,36,2025-07-05,130,33,28023,38836,0.4,0.4
146,146,Dunk,Lewis Dunk,Lewis,Dunk,DEF,6,Brighton,BHA,90,2,0,0,0,1,0,0,0,0,0,0,0,16,16.6,1.8,7.0,2.5,0.09,0.0,0.09,0.76,45,4.5,0,0,12159,8776,1.3,a,,,1991-11-21,True,True,0.0,7,83299,,,0,0,169,51,8,8.0,,,0,2,1.9,1.9,2,0.0,0.09,0.76,0.09,2.0,128,44,1.0,False,142,46,False,94,40,,,371,68,p83299,,,83299.jpg,2.0,128,44,5,241.0,False,0.0,162,60,False,,1,1.0,1,36,2009-07-01,96,18,12159,8776,0.4,0.4
147,147,Estupiñan,Pervis Estupiñán Tenorio,Pervis,Estupiñán Tenorio,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,0,968,0.0,u,0.0,0.0,1998-01-21,False,True,0.0,0,204214,,,0,0,411,181,0,0.0,4.0,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,422,171,0.0,False,428,183,False,410,181,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,406,93,p204214,,,204214.jpg,0.0,422,171,0,62.0,False,0.0,642,219,False,,0,0.0,0,36,2022-07-16,359,157,0,968,0.0,0.0
148,148,F.Kadıoğlu,Ferdi Kadıoğlu,Ferdi,Kadıoğlu,DEF,6,Brighton,BHA,21,0,0,0,0,1,0,0,0,1,0,0,0,-5,0.0,1.3,0.0,0.1,0.0,0.0,0.0,0.24,45,4.5,0,0,910,3239,0.2,a,,,1999-10-07,True,True,0.0,1,231416,,,0,0,182,57,1,4.29,,,0,2,1.9,1.9,0,0.0,0.0,1.03,0.0,0.0,432,178,4.29,False,283,99,False,419,187,,,424,107,p231416,,,231416.jpg,0.0,432,178,0,219.0,False,0.0,387,144,False,,0,0.0,0,36,2024-08-27,371,165,910,3239,0.0,0.0
149,149,Igor,Igor Julio dos Santos de Paulo,Igor Julio,dos Santos de Paulo,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,315,542,0.1,a,100.0,100.0,1998-02-07,True,True,0.0,0,223434,,,0,0,416,184,0,0.0,,,0,2,1.9,1.9,0,0.0,0.0,0.0,0.0,0.0,428,175,0.0,False,433,186,False,415,184,,2025-08-10T18:00:05.419085Z,418,103,p223434,,,223434.jpg,0.0,428,175,0,30.0,False,0.0,569,204,False,,0,0.0,0,36,2023-07-26,366,162,315,542,0.0,0.0
150,150,Lamptey,Tariq Lamptey,Tariq,Lamptey,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,1458,5672,0.4,a,,,2000-09-30,True,True,0.0,0,232792,,,0,0,422,188,0,0.0,,,0,2,1.9,1.9,0,0.0,0.0,0.0,0.0,0.0,435,180,0.0,False,439,190,False,422,189,,,427,109,p232792,,,232792.jpg,0.0,435,180,0,81.0,False,0.0,278,103,False,,0,0.0,0,36,2020-01-31,374,167,1458,5672,0.0,0.0
151,151,Van Hecke,Jan Paul van Hecke,Jan Paul,van Hecke,DEF,6,Brighton,BHA,90,2,0,0,0,1,0,0,0,0,0,0,0,15,28.0,1.3,0.0,2.9,0.0,0.13,0.13,0.76,45,4.5,0,0,5850,8867,1.2,a,,,2000-06-08,True,True,0.0,7,469142,,,0,0,183,58,8,8.0,,,0,2,1.9,1.9,2,0.13,0.13,0.76,0.0,2.0,137,52,1.0,False,122,35,False,43,14,,,462,125,p469142,,,469142.jpg,2.0,137,52,4,152.0,False,0.0,173,67,False,,1,1.0,1,36,2020-09-10,404,178,5850,8867,0.4,0.4
152,152,Veltman,Joël Veltman,Joël,Veltman,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,455,3869,0.2,a,,,1992-01-15,True,True,0.0,0,111478,,,0,0,396,173,0,0.0,,,0,2,1.9,1.9,0,0.0,0.0,0.0,0.0,0.0,409,163,0.0,False,416,175,False,398,173,,,384,78,p111478,,,111478.jpg,0.0,409,163,0,152.0,False,0.0,352,127,False,,0,0.0,0,36,2020-07-29,341,146,455,3869,0.0,0.0
153,153,Webster,Adam Webster,Adam,Webster,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,74,407,0.0,i,0.0,0.0,1995-01-04,True,True,0.0,0,110735,,,0,0,395,172,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,408,162,0.0,False,415,174,False,397,172,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,383,77,p110735,,,110735.jpg,0.0,408,162,0,241.0,False,0.0,662,223,False,,0,0.0,0,36,2019-08-03,340,145,74,407,0.0,0.0
154,154,Cashin,Eiran Cashin,Eiran,Cashin,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,0,262,0.0,u,0.0,0.0,2001-11-09,False,True,0.0,0,439135,,,0,0,311,118,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,325,108,0.0,False,333,121,False,315,119,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,618,174,p439135,,,439135.jpg,0.0,325,108,0,104.0,False,0.0,665,224,False,,0,0.0,0,36,2025-01-31,249,84,0,262,0.0,0.0
155,155,Slater,Jacob Slater,Jacob,Slater,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,827,1824,0.2,a,,,,True,True,0.0,0,589100,,,0,0,373,157,0,0.0,,,0,2,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,387,147,0.0,False,394,159,False,376,157,,,688,221,p589100,,,589100.jpg,0.0,387,147,0,,False,0.0,376,137,False,,0,0.0,0,36,,314,126,827,1824,0.0,0.0
156,156,Tasker,Charlie Tasker,Charlie,Tasker,DEF,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,582,1505,0.2,a,,,,True,True,0.0,0,547720,,,0,0,355,144,0,0.0,,,0,2,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,369,134,0.0,False,376,146,False,358,144,,,669,207,p547720,,,547720.jpg,0.0,369,134,0,,False,0.0,420,163,False,,0,0.0,0,36,,296,113,582,1505,0.0,0.0
157,157,Mitoma,Mitoma Kaoru,Mitoma,Kaoru,MID,6,Brighton,BHA,82,2,0,0,1,0,0,0,0,1,0,0,0,-2,0.0,2.4,8.0,0.6,0.07,0.04,0.11,0.52,65,6.5,0,0,19116,101772,6.3,a,,,1997-05-20,True,True,1.1,0,451340,,,0,0,157,97,0,0.0,,,0,3,2.2,2.2,2,0.04,0.12,0.57,0.08,2.0,181,95,0.0,False,257,125,False,681,300,,,64,44,p451340,,,451340.jpg,2.0,181,95,0,108.0,False,0.0,63,21,False,,1,1.1,0,36,2021-08-09,93,54,19116,101772,0.3,0.3
158,158,Georginio,Georginio Rutter,Georginio,Rutter,MID,6,Brighton,BHA,68,6,0,1,1,0,0,0,0,0,0,0,0,15,2.2,1.2,15.0,1.8,0.07,0.0,0.07,0.52,60,6.0,0,0,17928,20928,1.4,a,,,2002-04-20,True,True,1.32,0,463067,,,0,0,197,113,2,2.65,,,0,3,2.1,2.1,6,0.0,0.09,0.69,0.09,6.0,63,15,0.0,False,185,89,False,245,115,,,100,67,p463067,,,463067.jpg,6.0,63,15,1,73.0,False,0.0,158,52,False,,1,1.32,1,36,2024-08-19,63,37,17928,20928,1.0,1.0
159,159,March,Solly March,Solly,March,MID,6,Brighton,BHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,5.9,-1,-1,45,952,0.0,i,0.0,0.0,1994-07-20,True,True,0.0,0,109345,4.0,,1,1,667,290,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,665,290,0.0,False,668,290,False,659,287,Knee injury - Unknown return date,2025-08-10T18:00:05.450301Z,110,72,p109345,,,109345.jpg,0.0,665,290,0,241.0,False,0.0,653,283,False,,0,0.0,0,36,2012-07-01,662,286,45,952,0.0,0.0
160,160,Minteh,Yankuba Minteh,Yankuba,Minteh,MID,6,Brighton,BHA,68,3,0,0,1,0,0,0,0,0,0,0,0,7,0.4,2.9,12.0,1.5,0.09,0.02,0.11,0.52,60,6.0,0,0,4376,21441,1.0,a,,,2004-07-22,True,True,1.32,1,592031,,,0,0,147,91,4,5.29,,,0,3,2.1,2.1,3,0.03,0.15,0.69,0.12,3.0,113,51,0.0,False,210,98,False,264,127,,,109,71,p592031,,,592031.jpg,3.0,113,51,3,78.0,False,0.0,183,59,False,,1,1.32,0,36,2024-07-01,68,40,4376,21441,0.5,0.5
